window_id,rule_a,rule_b,intersection_users,jaccard
rolling_2014_03,dormant_zero_balance,transfer_oriented,0,0.0
rolling_2014_03,dormant_zero_balance,consumption_oriented,0,0.0
rolling_2014_03,low_turnover_holder,frequent_large_roundtrip,0,0.0
rolling_2014_03,low_turnover_holder,frequent_small_consumer,0,0.0
rolling_2014_03,low_turnover_holder,transfer_oriented,11,0.0023569745018212985
rolling_2014_03,low_turnover_holder,consumption_oriented,26,0.005936073059360731
rolling_2014_03,frequent_large_roundtrip,frequent_small_consumer,0,0.0
rolling_2014_03,frequent_large_roundtrip,transfer_oriented,178,0.059214903526280775
rolling_2014_03,frequent_large_roundtrip,consumption_oriented,0,0.0
rolling_2014_03,frequent_small_consumer,transfer_oriented,0,0.0
rolling_2014_03,frequent_small_consumer,consumption_oriented,303,0.1082529474812433
rolling_2014_03,transfer_oriented,consumption_oriented,0,0.0
rolling_2014_04,no_active_history,history_insufficient,1433,0.15205857385398983
rolling_2014_04,no_active_history,observed_never_used,7222,0.834045501790045
rolling_2014_04,no_active_history,passive_balance_only,4,0.00046194710705624206
rolling_2014_04,no_active_history,funded_never_withdrawn,0,0.0
rolling_2014_04,no_active_history,dormant_zero_balance,0,0.0
rolling_2014_04,no_active_history,low_turnover_holder,4,0.00038186157517899763
rolling_2014_04,no_active_history,frequent_large_roundtrip,0,0.0
rolling_2014_04,no_active_history,frequent_small_consumer,0,0.0
rolling_2014_04,no_active_history,transfer_oriented,0,0.0
rolling_2014_04,no_active_history,consumption_oriented,0,0.0
rolling_2014_04,history_insufficient,observed_never_used,0,0.0
rolling_2014_04,history_insufficient,passive_balance_only,0,0.0
rolling_2014_04,history_insufficient,funded_never_withdrawn,343,0.09919028340080972
rolling_2014_04,history_insufficient,dormant_zero_balance,0,0.0
rolling_2014_04,history_insufficient,low_turnover_holder,249,0.06606526930220218
rolling_2014_04,history_insufficient,frequent_large_roundtrip,0,0.0
rolling_2014_04,history_insufficient,frequent_small_consumer,2,0.000758150113722517
rolling_2014_04,history_insufficient,transfer_oriented,227,0.03871738018079481
rolling_2014_04,history_insufficient,consumption_oriented,159,0.03244235870230565
rolling_2014_04,observed_never_used,passive_balance_only,0,0.0
rolling_2014_04,observed_never_used,funded_never_withdrawn,0,0.0
rolling_2014_04,observed_never_used,dormant_zero_balance,0,0.0
rolling_2014_04,observed_never_used,low_turnover_holder,0,0.0
rolling_2014_04,observed_never_used,frequent_large_roundtrip,0,0.0
rolling_2014_04,observed_never_used,frequent_small_consumer,0,0.0
rolling_2014_04,observed_never_used,transfer_oriented,0,0.0
rolling_2014_04,observed_never_used,consumption_oriented,0,0.0
rolling_2014_04,passive_balance_only,funded_never_withdrawn,0,0.0
rolling_2014_04,passive_balance_only,dormant_zero_balance,0,0.0
rolling_2014_04,passive_balance_only,low_turnover_holder,4,0.002197802197802198
rolling_2014_04,passive_balance_only,frequent_large_roundtrip,0,0.0
rolling_2014_04,passive_balance_only,frequent_small_consumer,0,0.0
rolling_2014_04,passive_balance_only,transfer_oriented,0,0.0
rolling_2014_04,passive_balance_only,consumption_oriented,0,0.0
rolling_2014_04,funded_never_withdrawn,dormant_zero_balance,0,0.0
rolling_2014_04,funded_never_withdrawn,low_turnover_holder,1037,0.4346186085498743
rolling_2014_04,funded_never_withdrawn,frequent_large_roundtrip,0,0.0
rolling_2014_04,funded_never_withdrawn,frequent_small_consumer,0,0.0
rolling_2014_04,funded_never_withdrawn,transfer_oriented,0,0.0
rolling_2014_04,funded_never_withdrawn,consumption_oriented,0,0.0
rolling_2014_04,dormant_zero_balance,low_turnover_holder,0,0.0
rolling_2014_04,dormant_zero_balance,frequent_large_roundtrip,0,0.0
rolling_2014_04,dormant_zero_balance,frequent_small_consumer,0,0.0
rolling_2014_04,dormant_zero_balance,transfer_oriented,0,0.0
rolling_2014_04,dormant_zero_balance,consumption_oriented,0,0.0
rolling_2014_04,low_turnover_holder,frequent_large_roundtrip,0,0.0
rolling_2014_04,low_turnover_holder,frequent_small_consumer,0,0.0
rolling_2014_04,low_turnover_holder,transfer_oriented,14,0.002457002457002457
rolling_2014_04,low_turnover_holder,consumption_oriented,27,0.005800214822771214
rolling_2014_04,frequent_large_roundtrip,frequent_small_consumer,0,0.0
rolling_2014_04,frequent_large_roundtrip,transfer_oriented,228,0.058074375955170655
rolling_2014_04,frequent_large_roundtrip,consumption_oriented,0,0.0
rolling_2014_04,frequent_small_consumer,transfer_oriented,0,0.0
rolling_2014_04,frequent_small_consumer,consumption_oriented,309,0.1031719532554257
rolling_2014_04,transfer_oriented,consumption_oriented,0,0.0
rolling_2014_05,no_active_history,history_insufficient,1271,0.12579176563737135
rolling_2014_05,no_active_history,observed_never_used,8333,0.8672980849292257
rolling_2014_05,no_active_history,passive_balance_only,4,0.00041631973355537054
rolling_2014_05,no_active_history,funded_never_withdrawn,0,0.0
rolling_2014_05,no_active_history,dormant_zero_balance,0,0.0
rolling_2014_05,no_active_history,low_turnover_holder,4,0.00034261241970021415
rolling_2014_05,no_active_history,frequent_large_roundtrip,0,0.0
rolling_2014_05,no_active_history,frequent_small_consumer,0,0.0
rolling_2014_05,no_active_history,transfer_oriented,0,0.0
rolling_2014_05,no_active_history,consumption_oriented,0,0.0
rolling_2014_05,history_insufficient,observed_never_used,0,0.0
rolling_2014_05,history_insufficient,passive_balance_only,0,0.0
rolling_2014_05,history_insufficient,funded_never_withdrawn,213,0.07171717171717172
rolling_2014_05,history_insufficient,dormant_zero_balance,0,0.0
rolling_2014_05,history_insufficient,low_turnover_holder,168,0.04577656675749319
rolling_2014_05,history_insufficient,frequent_large_roundtrip,0,0.0
rolling_2014_05,history_insufficient,frequent_small_consumer,1,0.00044543429844097997
rolling_2014_05,history_insufficient,transfer_oriented,138,0.023731728288907995
rolling_2014_05,history_insufficient,consumption_oriented,117,0.024019708478751796
rolling_2014_05,observed_never_used,passive_balance_only,0,0.0
rolling_2014_05,observed_never_used,funded_never_withdrawn,0,0.0
rolling_2014_05,observed_never_used,dormant_zero_balance,0,0.0
rolling_2014_05,observed_never_used,low_turnover_holder,0,0.0
rolling_2014_05,observed_never_used,frequent_large_roundtrip,0,0.0
rolling_2014_05,observed_never_used,frequent_small_consumer,0,0.0
rolling_2014_05,observed_never_used,transfer_oriented,0,0.0
rolling_2014_05,observed_never_used,consumption_oriented,0,0.0
rolling_2014_05,passive_balance_only,funded_never_withdrawn,0,0.0
rolling_2014_05,passive_balance_only,dormant_zero_balance,0,0.0
rolling_2014_05,passive_balance_only,low_turnover_holder,4,0.001931434089811685
rolling_2014_05,passive_balance_only,frequent_large_roundtrip,0,0.0
rolling_2014_05,passive_balance_only,frequent_small_consumer,0,0.0
rolling_2014_05,passive_balance_only,transfer_oriented,0,0.0
rolling_2014_05,passive_balance_only,consumption_oriented,0,0.0
rolling_2014_05,funded_never_withdrawn,dormant_zero_balance,0,0.0
rolling_2014_05,funded_never_withdrawn,low_turnover_holder,982,0.39201596806387223
rolling_2014_05,funded_never_withdrawn,frequent_large_roundtrip,0,0.0
rolling_2014_05,funded_never_withdrawn,frequent_small_consumer,0,0.0
rolling_2014_05,funded_never_withdrawn,transfer_oriented,0,0.0
rolling_2014_05,funded_never_withdrawn,consumption_oriented,0,0.0
rolling_2014_05,dormant_zero_balance,low_turnover_holder,0,0.0
rolling_2014_05,dormant_zero_balance,frequent_large_roundtrip,0,0.0
rolling_2014_05,dormant_zero_balance,frequent_small_consumer,0,0.0
rolling_2014_05,dormant_zero_balance,transfer_oriented,0,0.0
rolling_2014_05,dormant_zero_balance,consumption_oriented,0,0.0
rolling_2014_05,low_turnover_holder,frequent_large_roundtrip,0,0.0
rolling_2014_05,low_turnover_holder,frequent_small_consumer,0,0.0
rolling_2014_05,low_turnover_holder,transfer_oriented,16,0.0025636917160711424
rolling_2014_05,low_turnover_holder,consumption_oriented,43,0.008192036578395885
rolling_2014_05,frequent_large_roundtrip,frequent_small_consumer,0,0.0
rolling_2014_05,frequent_large_roundtrip,transfer_oriented,216,0.05107590446914164
rolling_2014_05,frequent_large_roundtrip,consumption_oriented,0,0.0
rolling_2014_05,frequent_small_consumer,transfer_oriented,0,0.0
rolling_2014_05,frequent_small_consumer,consumption_oriented,339,0.1008628384409402
rolling_2014_05,transfer_oriented,consumption_oriented,0,0.0
rolling_2014_06,no_active_history,history_insufficient,1025,0.09526022304832714
rolling_2014_06,no_active_history,observed_never_used,9310,0.9004739336492891
rolling_2014_06,no_active_history,passive_balance_only,4,0.00038688461166457103
rolling_2014_06,no_active_history,funded_never_withdrawn,0,0.0
rolling_2014_06,no_active_history,dormant_zero_balance,0,0.0
rolling_2014_06,no_active_history,low_turnover_holder,4,0.00031486146095717883
rolling_2014_06,no_active_history,frequent_large_roundtrip,0,0.0
rolling_2014_06,no_active_history,frequent_small_consumer,0,0.0
rolling_2014_06,no_active_history,transfer_oriented,0,0.0
rolling_2014_06,no_active_history,consumption_oriented,0,0.0
rolling_2014_06,history_insufficient,observed_never_used,0,0.0
rolling_2014_06,history_insufficient,passive_balance_only,0,0.0
rolling_2014_06,history_insufficient,funded_never_withdrawn,173,0.06630893062476044
rolling_2014_06,history_insufficient,dormant_zero_balance,0,0.0
rolling_2014_06,history_insufficient,low_turnover_holder,138,0.03753059559423443
rolling_2014_06,history_insufficient,frequent_large_roundtrip,1,0.0005803830528148578
rolling_2014_06,history_insufficient,frequent_small_consumer,0,0.0
rolling_2014_06,history_insufficient,transfer_oriented,135,0.024150268336314847
rolling_2014_06,history_insufficient,consumption_oriented,93,0.019435736677115987
rolling_2014_06,observed_never_used,passive_balance_only,0,0.0
rolling_2014_06,observed_never_used,funded_never_withdrawn,0,0.0
rolling_2014_06,observed_never_used,dormant_zero_balance,0,0.0
rolling_2014_06,observed_never_used,low_turnover_holder,0,0.0
rolling_2014_06,observed_never_used,frequent_large_roundtrip,0,0.0
rolling_2014_06,observed_never_used,frequent_small_consumer,0,0.0
rolling_2014_06,observed_never_used,transfer_oriented,0,0.0
rolling_2014_06,observed_never_used,consumption_oriented,0,0.0
rolling_2014_06,passive_balance_only,funded_never_withdrawn,0,0.0
rolling_2014_06,passive_balance_only,dormant_zero_balance,0,0.0
rolling_2014_06,passive_balance_only,low_turnover_holder,4,0.0016884761502743773
rolling_2014_06,passive_balance_only,frequent_large_roundtrip,0,0.0
rolling_2014_06,passive_balance_only,frequent_small_consumer,0,0.0
rolling_2014_06,passive_balance_only,transfer_oriented,0,0.0
rolling_2014_06,passive_balance_only,consumption_oriented,0,0.0
rolling_2014_06,funded_never_withdrawn,dormant_zero_balance,0,0.0
rolling_2014_06,funded_never_withdrawn,low_turnover_holder,984,0.36163175303197354
rolling_2014_06,funded_never_withdrawn,frequent_large_roundtrip,0,0.0
rolling_2014_06,funded_never_withdrawn,frequent_small_consumer,0,0.0
rolling_2014_06,funded_never_withdrawn,transfer_oriented,0,0.0
rolling_2014_06,funded_never_withdrawn,consumption_oriented,0,0.0
rolling_2014_06,dormant_zero_balance,low_turnover_holder,0,0.0
rolling_2014_06,dormant_zero_balance,frequent_large_roundtrip,0,0.0
rolling_2014_06,dormant_zero_balance,frequent_small_consumer,0,0.0
rolling_2014_06,dormant_zero_balance,transfer_oriented,0,0.0
rolling_2014_06,dormant_zero_balance,consumption_oriented,0,0.0
rolling_2014_06,low_turnover_holder,frequent_large_roundtrip,0,0.0
rolling_2014_06,low_turnover_holder,frequent_small_consumer,0,0.0
rolling_2014_06,low_turnover_holder,transfer_oriented,13,0.0019593067068575734
rolling_2014_06,low_turnover_holder,consumption_oriented,57,0.009923398328690807
rolling_2014_06,frequent_large_roundtrip,frequent_small_consumer,0,0.0
rolling_2014_06,frequent_large_roundtrip,transfer_oriented,223,0.051453622519612364
rolling_2014_06,frequent_large_roundtrip,consumption_oriented,0,0.0
rolling_2014_06,frequent_small_consumer,transfer_oriented,0,0.0
rolling_2014_06,frequent_small_consumer,consumption_oriented,383,0.1063888888888889
rolling_2014_06,transfer_oriented,consumption_oriented,0,0.0
rolling_2014_07,no_active_history,history_insufficient,902,0.07971014492753623
rolling_2014_07,no_active_history,observed_never_used,10051,0.9173968601679445
rolling_2014_07,no_active_history,passive_balance_only,3,0.0002738225629791895
rolling_2014_07,no_active_history,funded_never_withdrawn,0,0.0
rolling_2014_07,no_active_history,dormant_zero_balance,0,0.0
rolling_2014_07,no_active_history,low_turnover_holder,3,0.00021754894851341551
rolling_2014_07,no_active_history,frequent_large_roundtrip,0,0.0
rolling_2014_07,no_active_history,frequent_small_consumer,0,0.0
rolling_2014_07,no_active_history,transfer_oriented,0,0.0
rolling_2014_07,no_active_history,consumption_oriented,0,0.0
rolling_2014_07,history_insufficient,observed_never_used,0,0.0
rolling_2014_07,history_insufficient,passive_balance_only,0,0.0
rolling_2014_07,history_insufficient,funded_never_withdrawn,148,0.06287170773152082
rolling_2014_07,history_insufficient,dormant_zero_balance,0,0.0
rolling_2014_07,history_insufficient,low_turnover_holder,121,0.030417295123177476
rolling_2014_07,history_insufficient,frequent_large_roundtrip,0,0.0
rolling_2014_07,history_insufficient,frequent_small_consumer,1,0.0005482456140350877
rolling_2014_07,history_insufficient,transfer_oriented,125,0.02383676582761251
rolling_2014_07,history_insufficient,consumption_oriented,75,0.015416238437821172
rolling_2014_07,observed_never_used,passive_balance_only,0,0.0
rolling_2014_07,observed_never_used,funded_never_withdrawn,0,0.0
rolling_2014_07,observed_never_used,dormant_zero_balance,0,0.0
rolling_2014_07,observed_never_used,low_turnover_holder,0,0.0
rolling_2014_07,observed_never_used,frequent_large_roundtrip,0,0.0
rolling_2014_07,observed_never_used,frequent_small_consumer,0,0.0
rolling_2014_07,observed_never_used,transfer_oriented,0,0.0
rolling_2014_07,observed_never_used,consumption_oriented,0,0.0
rolling_2014_07,passive_balance_only,funded_never_withdrawn,0,0.0
rolling_2014_07,passive_balance_only,dormant_zero_balance,0,0.0
rolling_2014_07,passive_balance_only,low_turnover_holder,3,0.0010574550581600281
rolling_2014_07,passive_balance_only,frequent_large_roundtrip,0,0.0
rolling_2014_07,passive_balance_only,frequent_small_consumer,0,0.0
rolling_2014_07,passive_balance_only,transfer_oriented,0,0.0
rolling_2014_07,passive_balance_only,consumption_oriented,0,0.0
rolling_2014_07,funded_never_withdrawn,dormant_zero_balance,0,0.0
rolling_2014_07,funded_never_withdrawn,low_turnover_holder,978,0.3155856727976767
rolling_2014_07,funded_never_withdrawn,frequent_large_roundtrip,0,0.0
rolling_2014_07,funded_never_withdrawn,frequent_small_consumer,0,0.0
rolling_2014_07,funded_never_withdrawn,transfer_oriented,0,0.0
rolling_2014_07,funded_never_withdrawn,consumption_oriented,0,0.0
rolling_2014_07,dormant_zero_balance,low_turnover_holder,0,0.0
rolling_2014_07,dormant_zero_balance,frequent_large_roundtrip,0,0.0
rolling_2014_07,dormant_zero_balance,frequent_small_consumer,0,0.0
rolling_2014_07,dormant_zero_balance,transfer_oriented,0,0.0
rolling_2014_07,dormant_zero_balance,consumption_oriented,0,0.0
rolling_2014_07,low_turnover_holder,frequent_large_roundtrip,0,0.0
rolling_2014_07,low_turnover_holder,frequent_small_consumer,0,0.0
rolling_2014_07,low_turnover_holder,transfer_oriented,18,0.0025989026855327752
rolling_2014_07,low_turnover_holder,consumption_oriented,74,0.011488899239248564
rolling_2014_07,frequent_large_roundtrip,frequent_small_consumer,0,0.0
rolling_2014_07,frequent_large_roundtrip,transfer_oriented,226,0.05441849265591139
rolling_2014_07,frequent_large_roundtrip,consumption_oriented,0,0.0
rolling_2014_07,frequent_small_consumer,transfer_oriented,0,0.0
rolling_2014_07,frequent_small_consumer,consumption_oriented,414,0.10817873007577737
rolling_2014_07,transfer_oriented,consumption_oriented,0,0.0
holdout_2014_08,no_active_history,history_insufficient,925,0.07662993952448016
holdout_2014_08,no_active_history,observed_never_used,10751,0.9205411422210805
holdout_2014_08,no_active_history,passive_balance_only,3,0.00025687130747495504
holdout_2014_08,no_active_history,funded_never_withdrawn,0,0.0
holdout_2014_08,no_active_history,dormant_zero_balance,0,0.0
holdout_2014_08,no_active_history,low_turnover_holder,3,0.00020049455323130388
holdout_2014_08,no_active_history,frequent_large_roundtrip,0,0.0
holdout_2014_08,no_active_history,frequent_small_consumer,0,0.0
holdout_2014_08,no_active_history,transfer_oriented,0,0.0
holdout_2014_08,no_active_history,consumption_oriented,0,0.0
holdout_2014_08,history_insufficient,observed_never_used,0,0.0
holdout_2014_08,history_insufficient,passive_balance_only,0,0.0
holdout_2014_08,history_insufficient,funded_never_withdrawn,133,0.056764831412718736
holdout_2014_08,history_insufficient,dormant_zero_balance,0,0.0
holdout_2014_08,history_insufficient,low_turnover_holder,111,0.024705096817271312
holdout_2014_08,history_insufficient,frequent_large_roundtrip,0,0.0
holdout_2014_08,history_insufficient,frequent_small_consumer,1,0.0005165289256198347
holdout_2014_08,history_insufficient,transfer_oriented,192,0.03576751117734724
holdout_2014_08,history_insufficient,consumption_oriented,58,0.01167706865311053
holdout_2014_08,observed_never_used,passive_balance_only,0,0.0
holdout_2014_08,observed_never_used,funded_never_withdrawn,0,0.0
holdout_2014_08,observed_never_used,dormant_zero_balance,0,0.0
holdout_2014_08,observed_never_used,low_turnover_holder,0,0.0
holdout_2014_08,observed_never_used,frequent_large_roundtrip,0,0.0
holdout_2014_08,observed_never_used,frequent_small_consumer,0,0.0
holdout_2014_08,observed_never_used,transfer_oriented,0,0.0
holdout_2014_08,observed_never_used,consumption_oriented,0,0.0
holdout_2014_08,passive_balance_only,funded_never_withdrawn,0,0.0
holdout_2014_08,passive_balance_only,dormant_zero_balance,0,0.0
holdout_2014_08,passive_balance_only,low_turnover_holder,3,0.0009126863401277761
holdout_2014_08,passive_balance_only,frequent_large_roundtrip,0,0.0
holdout_2014_08,passive_balance_only,frequent_small_consumer,0,0.0
holdout_2014_08,passive_balance_only,transfer_oriented,0,0.0
holdout_2014_08,passive_balance_only,consumption_oriented,0,0.0
holdout_2014_08,funded_never_withdrawn,dormant_zero_balance,0,0.0
holdout_2014_08,funded_never_withdrawn,low_turnover_holder,957,0.27429062768701634
holdout_2014_08,funded_never_withdrawn,frequent_large_roundtrip,0,0.0
holdout_2014_08,funded_never_withdrawn,frequent_small_consumer,0,0.0
holdout_2014_08,funded_never_withdrawn,transfer_oriented,0,0.0
holdout_2014_08,funded_never_withdrawn,consumption_oriented,0,0.0
holdout_2014_08,dormant_zero_balance,low_turnover_holder,0,0.0
holdout_2014_08,dormant_zero_balance,frequent_large_roundtrip,0,0.0
holdout_2014_08,dormant_zero_balance,frequent_small_consumer,0,0.0
holdout_2014_08,dormant_zero_balance,transfer_oriented,0,0.0
holdout_2014_08,dormant_zero_balance,consumption_oriented,0,0.0
holdout_2014_08,low_turnover_holder,frequent_large_roundtrip,0,0.0
holdout_2014_08,low_turnover_holder,frequent_small_consumer,0,0.0
holdout_2014_08,low_turnover_holder,transfer_oriented,18,0.0023961661341853034
holdout_2014_08,low_turnover_holder,consumption_oriented,77,0.011130384504191963
holdout_2014_08,frequent_large_roundtrip,frequent_small_consumer,1,0.0011086474501108647
holdout_2014_08,frequent_large_roundtrip,transfer_oriented,232,0.05402887750349324
holdout_2014_08,frequent_large_roundtrip,consumption_oriented,0,0.0
holdout_2014_08,frequent_small_consumer,transfer_oriented,0,0.0
holdout_2014_08,frequent_small_consumer,consumption_oriented,439,0.11288248907174081
holdout_2014_08,transfer_oriented,consumption_oriented,0,0.0
