window_id,rule,users,coverage,future_direct_active_rate,future_redeem_active_rate,future_direct_active_rate_lift,future_redeem_active_rate_lift,future_direct_purchase_mean,future_total_redeem_mean
rolling_2014_06,frequent_large_roundtrip,278,0.011767693870640026,0.8741007194244604,0.9424460431654677,3.5893890832058846,3.360148705665712,6427004.895683453,7673731.809352518
rolling_2014_06,frequent_small_consumer,551,0.023323738570944802,0.6243194192377496,0.8638838475499092,2.563692327493933,3.0800470894233407,323236.39019963704,384676.90744101634
rolling_2014_06,transfer_oriented,4279,0.1811293599729089,0.4781491002570694,0.53119887824258,1.9634615582257966,1.8939091910055406,971235.7433979902,1266862.5174106099
rolling_2014_06,consumption_oriented,3432,0.14527599051811718,0.40501165501165504,0.567016317016317,1.6631314684504326,2.0216108471466154,273520.1611305361,328864.48193473194
rolling_2014_07,no_active_history,10956,0.43816989281714924,0.033497626871120845,0.023092369477911646,0.14589351372330703,0.08602526913374595,15722.632347572107,3662.1879335523913
rolling_2014_07,history_insufficient,1262,0.050471924492081266,0.1624405705229794,0.1561014263074485,0.7074837180554915,0.5815196757138621,138774.46671949286,73719.56022187005
rolling_2014_07,observed_never_used,10051,0.40197568389057753,0.03143965774549796,0.022385832255496965,0.1369303609594898,0.08339322850364216,12115.994826385435,3629.9142373893146
rolling_2014_07,passive_balance_only,3,0.00011998080307150856,0.0,0.0,0.0,0.0,0.0,0.0
rolling_2014_07,funded_never_withdrawn,1240,0.04959206526955687,0.2564516129032258,0.2709677419354839,1.116933657730754,1.009427505863355,212913.76532258064,272604.6637096774
rolling_2014_07,dormant_zero_balance,1128,0.045112781954887216,0.06294326241134751,0.0425531914893617,0.2741392324217616,0.15852205005959474,32082.370567375885,8173.52304964539
rolling_2014_07,low_turnover_holder,2837,0.11346184610462326,0.1283045470567501,0.1589707437433909,0.5588097708773697,0.5922086526459693,95084.77934437786,99461.87204793797
rolling_2014_07,frequent_large_roundtrip,272,0.010878259478483443,0.9044117647058824,0.9301470588235294,3.939019641997193,3.4650472376077963,5905272.088235294,6615036.779411765
rolling_2014_07,frequent_small_consumer,563,0.022516397376419774,0.6838365896980462,0.8792184724689165,2.978340025920562,3.2753245955918935,289987.7388987567,250670.85612788633
rolling_2014_07,transfer_oriented,4107,0.16425371940489522,0.4784514243973703,0.5356708059410762,2.083818048359493,1.9955174063990866,946400.5461407354,1072697.7516435354
rolling_2014_07,consumption_oriented,3678,0.1470964645656695,0.3866231647634584,0.5524741707449701,1.683874867051997,2.0581144465594803,312746.7531266993,339585.6859706362
holdout_2014_08,no_active_history,11679,0.4393244056575384,0.02919770528298656,0.01977909067557154,0.1369428012072891,0.07893819944743939,9229.092302423152,3390.919342409453
holdout_2014_08,history_insufficient,1317,0.049541077339753235,0.12984054669703873,0.12908124525436598,0.6089769042685388,0.5151622614985837,77859.32498101746,33300.82536066818
holdout_2014_08,observed_never_used,10751,0.40441619018958774,0.028183424797693236,0.018881964468421542,0.13218563246680964,0.07535777562355778,9549.63110408334,3519.927541624035
holdout_2014_08,passive_balance_only,3,0.00011284983448690941,0.0,0.0,0.0,0.0,0.0,0.0
holdout_2014_08,funded_never_withdrawn,1159,0.043597652723442674,0.23813632441760138,0.26056945642795515,1.1169047368238383,1.039930705551833,210001.2441760138,179190.16134598793
holdout_2014_08,dormant_zero_balance,1410,0.05303942220884743,0.04893617021276596,0.032624113475177303,0.22951996276220366,0.13020258709264576,22446.8695035461,10193.834042553191
holdout_2014_08,low_turnover_holder,3287,0.12364580198615709,0.1104350471554609,0.13233951931852753,0.5179614138286472,0.5281660083416508,73315.68208092486,64282.07544873745
holdout_2014_08,frequent_large_roundtrip,283,0.010645501053265121,0.8303886925795053,0.9045936395759717,3.894681193283975,3.6102262895192365,5654150.526501766,5917735.80565371
holdout_2014_08,frequent_small_consumer,620,0.023322299127294614,0.6774193548387096,0.8629032258064516,3.1772258519816967,3.4438401673680694,317458.8274193548,284060.5483870968
holdout_2014_08,transfer_oriented,4243,0.15960728257598555,0.4539241102993165,0.5119019561630922,2.1289905695478177,2.042996787665462,954421.2359179825,969110.4195144945
holdout_2014_08,consumption_oriented,3708,0.13948239542582005,0.38673139158576053,0.5552858683926645,1.813843915652057,2.216141649204413,273306.4142394822,315110.4571197411
