report_date,rows,purchase_zero_rate,redeem_zero_rate,purchase_daily_max,redeem_daily_max,users,new_users,total_purchase_amt,total_redeem_amt,top_user_purchase_share,top_user_redeem_share
2013-08-29,1338,0.2234678624813154,0.9170403587443946,14818093,15714506,1338,31,47518666,35944968,0.3118373104160794,0.4371823616590784
2013-08-30,1347,0.21900519673348182,0.9138827023014106,5403305,5000000,1347,28,56488844,20630752,0.09565260354770228,0.2423566528258398
2013-08-31,1366,0.23133235724743778,0.9260614934114202,5495285,6217286,1366,30,47655303,22012016,0.11531318980387135,0.2824496402328619
2013-09-01,1381,0.23750905141202028,0.9080376538740044,10511448,39145521,1381,35,56239802,59339949,0.18690407195957057,0.6596824173205811
2013-09-02,1410,0.24680851063829787,0.9070921985815603,39743145,4034332,1410,45,140844739,17785524,0.28217699349068337,0.2268323384793161
2013-09-03,1412,0.24575070821529746,0.9235127478753541,21839933,19864048,1412,24,80507880,39328144,0.2712769607149014,0.5050848064429382
2013-09-04,1419,0.22410147991543342,0.9076814658210007,2016678,9784242,1419,27,33366708,27452600,0.06043982522938733,0.35640493068051843
2013-09-05,1429,0.22463261021693492,0.9146256123163051,3031596,4023368,1429,27,38716505,21800904,0.07830241908457387,0.18455051221729155
2013-09-06,1440,0.2222222222222222,0.9277777777777778,5069044,8433146,1440,25,38923186,33417903,0.13023199077280057,0.25235413484801844
2013-09-07,1445,0.22422145328719723,0.9259515570934256,5441742,5380334,1445,22,34076183,20344424,0.1596934140188178,0.26446234113091627
2013-09-08,1456,0.23626373626373626,0.9278846153846154,5036516,3065004,1456,25,38796909,14919122,0.12981745530294694,0.20544131216300798
2013-09-09,1478,0.2368064952638701,0.8917456021650879,4013285,10252109,1478,32,49312473,45621186,0.0813847847379303,0.2247225444774715
2013-09-10,1484,0.2358490566037736,0.9076819407008087,23585006,9048249,1484,24,94684143,37128363,0.24909140277057795,0.24370180285082862
2013-09-11,1505,0.23189368770764118,0.9049833887043189,35091575,30365269,1505,31,98944459,71674082,0.35465932458127847,0.42365759215444154
2013-09-12,1513,0.23661599471249173,0.9048248512888302,9845369,9307112,1513,21,68573684,45147220,0.1435735755424778,0.20615027902050226
2013-09-13,1514,0.22060766182298547,0.9075297225891678,11753449,16705888,1514,20,71655946,60512675,0.16402615073981439,0.2760725418269809
2013-09-14,1516,0.23087071240105542,0.929419525065963,5217008,9992970,1516,14,30975443,36312660,0.16842399961802,0.2751924535409965
2013-09-15,1534,0.2392438070404172,0.9159061277705346,4308658,5076183,1534,25,37059683,25020715,0.1162626782317593,0.20287921428304506
2013-09-16,1559,0.24951892238614495,0.9178960872354073,84333139,6184748,1559,32,161656210,45184589,0.5216820250827358,0.13687737648781093
2013-09-17,1569,0.26195028680688337,0.9177820267686424,14802963,20360999,1569,27,76204815,58260798,0.19425233169321388,0.3494802628690393
2013-09-18,1569,0.23263224984066283,0.9088591459528362,10211402,9989410,1569,23,42926608,47203221,0.23788047730209663,0.21162560071906958
2013-09-19,1567,0.24058710912571793,0.9310784939374601,5063869,1027362,1567,14,24778048,11418512,0.20436916580353706,0.0899733695598866
2013-09-20,1584,0.23863636363636365,0.9356060606060606,5915192,1993372,1584,24,28365762,15188254,0.20853280796757726,0.13124431550855023
2013-09-21,1587,0.24007561436672967,0.9224952741020794,2978365,9974896,1587,23,32406340,26596179,0.09190686143513893,0.37504996488405346
2013-09-22,1592,0.24057788944723618,0.8976130653266332,10042380,7341828,1592,13,67514169,47962055,0.14874477681862602,0.15307575957702396
2013-09-23,1616,0.25123762376237624,0.9047029702970297,4885839,15031479,1616,29,54658160,58285879,0.08938901346111908,0.2578922932602595
2013-09-24,1637,0.2626756261453879,0.9083689676237019,14762357,8781809,1637,29,74250859,56680792,0.1988173227733298,0.15493447939118424
2013-09-25,1639,0.2507626601586333,0.9029896278218426,5065492,16118619,1639,29,47274168,74838162,0.10715137281739152,0.21537967487763796
2013-09-26,1646,0.2448359659781288,0.8985419198055893,10067671,6488721,1646,25,68718693,48467529,0.14650556581453025,0.1338776936616678
2013-09-27,1660,0.2596385542168675,0.9168674698795181,6005239,4059580,1660,31,42166121,27639603,0.14241857817559267,0.14687548153278468
2013-09-28,1668,0.2547961630695444,0.9112709832134293,3028071,9944914,1668,28,39995798,58105720,0.07570972830695864,0.17115206557977425
2013-09-29,1680,0.26011904761904764,0.9119047619047619,4951759,9975361,1680,29,34433848,40295202,0.1438049851413644,0.24755704165473597
2013-09-30,1685,0.27181008902077153,0.916320474777448,4905954,5863888,1685,25,28398050,30181353,0.17275672097203856,0.1942884402829787
2013-10-01,1696,0.27476415094339623,0.9321933962264151,4044412,4044412,1696,32,19137499,12813267,0.21133440686267313,0.31564252895065714
2013-10-02,1698,0.26442873969375735,0.9369846878680801,1534768,1032895,1698,21,11562708,7233874,0.13273430410938336,0.14278587102844204
2013-10-03,1704,0.26115023474178406,0.9424882629107981,2316102,1006657,1704,16,10101194,6223263,0.2292899235476519,0.16175710395013035
2013-10-04,1715,0.2606413994169096,0.9422740524781341,5106735,9954254,1715,25,19907689,23412350,0.2565207342750834,0.4251710742407319
2013-10-05,1718,0.2630966239813737,0.9435389988358557,7155525,3594391,1718,21,26364686,13966453,0.2714056598284539,0.25735890136171297
2013-10-06,1744,0.268348623853211,0.9363532110091743,14889236,5455023,1744,37,38730653,13464528,0.3844302857480869,0.4051403064407456
2013-10-07,1744,0.27006880733944955,0.9288990825688074,4877087,4957762,1744,21,42797733,28894400,0.11395666681690828,0.17158210587518688
2013-10-08,1765,0.26855524079320114,0.9053824362606232,14141581,43343773,1765,26,109806912,77856096,0.12878589100110566,0.5567164965476821
2013-10-09,1780,0.2612359550561798,0.9095505617977528,10167179,5101883,1780,24,72422299,33999376,0.14038741023672832,0.15005813636109086
2013-10-10,1795,0.2551532033426184,0.9086350974930362,5078868,9984085,1795,27,72094613,52244531,0.07044726074054937,0.19110296922753503
2013-10-11,1823,0.2638507953922106,0.9215578716401536,8045869,4744314,1823,40,82674757,27666473,0.09731953611910828,0.1714824292926677
2013-10-12,1846,0.2638136511375948,0.9160346695557963,29973742,5337029,1846,47,81901136,31322983,0.36597467952092877,0.17038699666631368
2013-10-13,1880,0.2776595744680851,0.9297872340425531,11879436,13389276,1880,67,71149981,31850475,0.1669633053029206,0.4203791623201852
2013-10-14,1910,0.28272251308900526,0.900523560209424,30360398,5031315,1910,62,130315300,40652625,0.23297646554165166,0.12376359460182461
2013-10-15,1966,0.2894201424211597,0.909969481180061,5705583,5116389,1966,71,85704304,35099198,0.06657288763467469,0.14576939906148284
2013-10-16,2002,0.27372627372627373,0.9195804195804196,20379553,14920028,2002,65,100948091,51261982,0.201881509577036,0.29105445045023814
2013-10-17,2105,0.2812351543942993,0.9211401425178147,10222758,5054564,2105,121,87203217,23274764,0.11722913846171523,0.21716929116875255
2013-10-18,2129,0.2790042273367778,0.9224988257397839,9997936,2297549,2129,82,98151450,15938355,0.10186233621612314,0.1441522039131391
2013-10-19,2170,0.27741935483870966,0.9290322580645162,5106857,9309962,2170,88,53148443,26684697,0.0960866718146381,0.3488876789569692
2013-10-20,2231,0.30076199013895116,0.9278350515463918,4914593,22593884,2231,97,47766681,50884342,0.10288747087117064,0.444024293367103
2013-10-21,2270,0.3118942731277533,0.9224669603524229,5754436,4919945,2270,88,106030290,45781403,0.05427162370300034,0.10746601627739544
2013-10-22,2319,0.31349719706770157,0.9236739974126779,18904615,38707927,2319,89,145611496,96172537,0.12982913794114168,0.40248420398850454
2013-10-23,2333,0.28246892413201885,0.9159879982854694,20062194,12755879,2333,57,106093112,73788462,0.18909987294933905,0.1728709157808439
2013-10-24,2366,0.27345731191885037,0.9142011834319527,4996435,9835531,2366,67,69530830,58183921,0.07185927451175256,0.1690420795119669
2013-10-25,2366,0.2704987320371936,0.9192730346576501,10231350,10217416,2366,40,69936453,52225802,0.14629495150404612,0.19563923594701332
2013-10-26,2379,0.27574611181168557,0.9272803699033207,5000224,17884385,2379,37,55752506,49357211,0.08968608514207416,0.3623459396844769
2013-10-27,2396,0.28213689482470783,0.9286310517529215,10234293,8262435,2396,47,68007543,46520570,0.15048761576344555,0.17760820643427197
2013-10-28,2426,0.29225061830173127,0.9187963726298434,16494451,5124585,2426,54,129993375,55089464,0.12688685865722002,0.0930229598893901
2013-10-29,2470,0.2959514170040486,0.9186234817813765,5099720,10092192,2470,71,102050144,43052468,0.049972687936628485,0.2344161082704945
2013-10-30,2524,0.27812995245641836,0.9148177496038035,13129570,11951161,2524,85,109663260,63908701,0.11972624195195364,0.18700366011194625
2013-10-31,2558,0.27834245504300237,0.9136043784206411,5121626,6783050,2558,76,90926701,55607833,0.05632697484537573,0.12198011744136837
2013-11-01,2627,0.2877807384849638,0.9090216977540921,31223265,18364343,2627,80,150904945,66933119,0.20690683794358097,0.27436855288336404
2013-11-02,2656,0.29292168674698793,0.9284638554216867,5116992,2951397,2656,74,62132300,26705506,0.08235639112023858,0.11051642309267609
2013-11-03,2663,0.2902741269245212,0.9275253473526098,5103036,2968530,2663,49,68707870,30895754,0.07427149175196379,0.09608213478136834
2013-11-04,2734,0.30651060716898315,0.9136795903438186,201768328,102310600,2734,78,300027403,130970051,0.6724996649722692,0.7811755376043947
2013-11-05,2950,0.29152542372881357,0.8701694915254238,14863934,6898499,2950,167,180904814,82689864,0.08216439171154395,0.08342617421646745
2013-11-06,3061,0.2887945115975172,0.8761842535119242,6125310,10864662,3061,162,181474910,131707820,0.03375293036376213,0.08249063723019635
2013-11-07,3183,0.27898209236569277,0.8683631793905121,5103803,4911842,3183,126,167963464,83306452,0.03038638807782626,0.05896112344335586
2013-11-08,3280,0.27926829268292686,0.8841463414634146,70113383,14740344,3280,148,231749471,92856307,0.3025395600579386,0.15874359509042288
2013-11-09,3367,0.2756162756162756,0.8981288981288982,7286677,9539894,3367,133,126467028,45885771,0.05761720754598582,0.20790527852305238
2013-11-10,3673,0.2894092022869589,0.8657772937653144,6667891,14853145,3673,274,164813471,85293644,0.04045719660864372,0.17414128771424048
2013-11-11,3556,0.3135545556805399,0.6310461192350956,12876521,20000000,3556,55,147986439,227124951,0.08701149299227344,0.08805725620167552
2013-11-12,3484,0.317451205510907,0.8938002296211252,8341557,69379003,3484,69,148469647,131263524,0.0561835847834945,0.5285474660881418
2013-11-13,3527,0.30847745959739153,0.9098383895662036,45077734,15707772,3527,72,174554976,79121440,0.25824376384434894,0.19852737766147835
2013-11-14,3528,0.30697278911564624,0.9095804988662132,22165505,8654933,3528,55,167996058,52554150,0.13194062565444245,0.16468600481598503
2013-11-15,3562,0.29590117911285796,0.912128017967434,10495623,5043477,3562,54,124270704,58210254,0.0844577415446202,0.08664241526930977
2013-11-16,3604,0.3118756936736959,0.931465038845727,20106077,4234929,3604,59,118085705,28996272,0.17026681595371768,0.14605080956614008
2013-11-17,3630,0.3184573002754821,0.928099173553719,13384267,5110955,3630,62,111786622,42358155,0.11973048975395285,0.12066047258196208
2013-11-18,3685,0.32727272727272727,0.9039348710990502,14194812,44757352,3685,58,195766477,136916782,0.07250890048963797,0.32689456578084053
2013-11-19,3725,0.3302013422818792,0.9081879194630873,5124448,5010809,3725,66,131365419,70308235,0.039009109391262245,0.07126916214011061
2013-11-20,3766,0.31359532660647904,0.9139670738183749,5582719,14865888,3766,61,166163002,86951218,0.03359784628830911,0.17096813985975445
2013-11-21,3773,0.3119533527696793,0.9085608269281739,40142764,15148630,3773,45,221166938,74733962,0.1815043621031639,0.20270074802136143
2013-11-22,3801,0.31202315180215734,0.907392791370692,10216456,10172482,3801,54,128528687,82717921,0.07948774891009351,0.12297796991295272
2013-11-23,3885,0.3127413127413127,0.9217503217503218,5123916,5011300,3885,94,89109018,48882131,0.05750165488301083,0.10251803465769527
2013-11-24,3910,0.32506393861892585,0.9235294117647059,11931485,14670079,3910,73,102394991,85555947,0.11652410809821742,0.1714676713238882
2013-11-25,3964,0.32669021190716446,0.9096871846619576,15296148,7901096,3964,91,147143602,70113127,0.10395387765483681,0.11269068059109673
2013-11-26,4001,0.3364158960259935,0.9070232441889527,50115214,5226272,4001,78,258037702,65802983,0.1942166342808308,0.07942302554885695
2013-11-27,4033,0.3126704686337714,0.9112323332506819,5070810,18897923,4033,65,134774128,86129498,0.037624506092148485,0.219412900792711
2013-11-28,4049,0.3139046678192146,0.9204741911583106,5114760,8958234,4049,56,139760425,61453591,0.03659662597620177,0.14577234388141777
2013-11-29,4092,0.3098729227761486,0.9237536656891495,5186482,46096828,4092,60,122536344,123982166,0.04232607103081189,0.3718020864387867
2013-11-30,4139,0.31287750664411695,0.9241362647982605,13942244,65531340,4139,72,116865492,119660311,0.11930163268383794,0.5476447407862746
2013-12-01,4186,0.3198757763975155,0.9118490205446728,20460368,18748062,4186,77,137889992,94632233,0.14838182019765436,0.198114969980683
2013-12-02,4240,0.3306603773584906,0.9084905660377358,36683895,20139976,4240,73,345313258,128465086,0.10623367087747324,0.1567739268862514
2013-12-03,4266,0.33122362869198313,0.9055321143928738,9230272,15083520,4266,65,268666856,101662045,0.03435582690557112,0.14836923652283407
2013-12-04,4292,0.31337371854613233,0.9091332712022367,30372416,5903674,4292,61,219456372,69981329,0.1383984239017676,0.08436070140937163
2013-12-05,4334,0.3068758652514998,0.91047531149054,14645186,11017915,4334,75,190825287,118256819,0.07674656870816078,0.09316938416887402
2013-12-06,4341,0.3151347615756738,0.917069799585349,6055177,5473528,4341,44,152197159,82625571,0.03978508560728128,0.06624496428593517
2013-12-07,4362,0.3058230169646951,0.9248051352590555,16788482,14638176,4362,44,138882605,71916047,0.1208825396096221,0.20354533668959865
2013-12-08,4391,0.3149624231382373,0.9309952174903211,9927461,10153535,4391,59,124886903,76314292,0.07949161010102077,0.1330489313849626
2013-12-09,4428,0.31820234869015357,0.9067299006323396,16039124,9953724,4428,62,174652812,133355299,0.09183433015667677,0.07464063351543308
2013-12-10,4473,0.31857813547954394,0.9192935390118488,7679231,14874020,4473,69,179471612,147147341,0.04278799813755504,0.10108249254738487
2013-12-11,4518,0.30677290836653387,0.9125719344842851,29739232,14948618,4518,64,239916977,110314592,0.12395634678241214,0.13550898144100465
2013-12-12,4563,0.2965154503616042,0.8273065965373657,9210759,6000000,4563,64,140360007,92090275,0.0656223891467888,0.06515345947224069
2013-12-13,4577,0.30893598426917196,0.9191610225038235,9845897,11780368,4577,72,164672690,90778214,0.059790709679911104,0.1297708721169597
2013-12-14,4599,0.3100674059578169,0.9299847792998478,24785835,4999900,4599,51,129045596,52234651,0.19207036712822032,0.09571998480472282
2013-12-15,4648,0.314328743545611,0.9180292598967298,36689513,6203997,4648,72,205882387,54757146,0.1782061765196068,0.11330022569109062
2013-12-16,4675,0.3185026737967914,0.9022459893048128,8184487,14976219,4675,60,196489931,156157326,0.04165346772909193,0.09590468397236772
2013-12-17,4717,0.3203307186771253,0.9060843756624973,14807703,15370759,4717,67,193980797,116537843,0.0763359220552125,0.13189500169485718
2013-12-18,4752,0.3087121212121212,0.9143518518518519,10145398,71492454,4752,65,180215804,202220872,0.056295828527890925,0.3535364737226531
2013-12-19,4783,0.30482960485051225,0.9142797407484842,42148369,42148369,4783,64,233631357,164023344,0.18040544531871208,0.2569656731300393
2013-12-20,4854,0.30696332921302016,0.9095591264936135,6852933,13187912,4854,80,133867400,153678963,0.05119194815167845,0.08581468629509167
2013-12-21,4890,0.310838445807771,0.9237218813905931,5668005,10068167,4890,73,112000779,83151594,0.050606835511385145,0.1210820684928782
2013-12-22,4935,0.32259371833839917,0.9282674772036474,9166389,4994502,4935,73,154543217,83998249,0.05931278756802377,0.05945959659230515
2013-12-23,4979,0.3269732878087969,0.9029925687889134,13307311,14153467,4979,70,198747367,138478245,0.06695591091780351,0.10220715174430467
2013-12-24,5010,0.32295409181636725,0.9053892215568863,70972111,24412677,5010,71,305406334,118607911,0.23238585156521344,0.20582671757872878
2013-12-25,5045,0.3058473736372646,0.913577799801784,48180503,40492799,5045,70,380076148,172755480,0.12676539491765212,0.2343937164829735
2013-12-26,5077,0.29643490250147725,0.9066377782154816,24264225,97946388,5077,57,220287409,241852564,0.11014803392598803,0.40498387273661485
2013-12-27,5117,0.2958764901309361,0.9102990033222591,15308059,24751782,5117,67,211118967,163522548,0.07250916020255063,0.15136617122673504
2013-12-28,5155,0.2973811833171678,0.9224054316197866,10178558,4950269,5155,69,192808006,61383220,0.052791158475027224,0.0806453131653895
2013-12-29,5176,0.3027434312210201,0.9279366306027821,10197720,10038171,5176,58,161473347,55129989,0.06315419968349327,0.18208186110829808
2013-12-30,5238,0.3087056128293242,0.9054982817869416,16631019,26545643,5238,72,286358778,179826624,0.05807755961299709,0.14761798008286026
2013-12-31,5258,0.3109547356409281,0.9052871814378091,20028324,28339741,5258,60,265851934,134232530,0.0753363863059202,0.21112424089749332
2014-01-01,5293,0.29321745701870394,0.9147931229926318,18427009,9978606,5293,59,330926565,77367755,0.055683075790545856,0.12897628992853677
2014-01-02,5340,0.29044943820224717,0.9054307116104869,34165094,45776543,5340,75,434956739,190155450,0.0785482576463771,0.2407322167205831
2014-01-03,5374,0.28954224041682175,0.9049125418682545,50130492,9999975,5374,61,342074805,127714255,0.1465483317311253,0.07829959936735331
2014-01-04,5414,0.2940524565940155,0.9196527521241227,8224462,14792487,5414,71,186085910,99869074,0.04419712379083403,0.14811879601487044
2014-01-05,5483,0.3007477658216305,0.9252234178369506,15533078,45515082,5483,79,206030707,156781996,0.07539205308847481,0.2903080912428236
2014-01-06,5514,0.30721799056945953,0.9062386652158143,39390191,23614501,5514,66,442494042,190917629,0.08901857937332408,0.12368947343254509
2014-01-07,5560,0.3035971223021583,0.9098920863309352,68291705,15473146,5560,69,589726496,137972793,0.11580233457918092,0.11214635627474759
2014-01-08,5621,0.2878491371642057,0.8971713218288561,14244233,54749354,5621,74,264025160,213880074,0.053950286404522964,0.25598155534582434
2014-01-09,5646,0.2895855472901169,0.905951115834219,12246993,15052943,5646,75,280698487,140391237,0.04363042042332063,0.10722138590459175
2014-01-10,5701,0.28626556744430803,0.9112436414664093,12358109,10123673,5701,86,237797636,117259153,0.05196901536901738,0.086335887143923
2014-01-11,5764,0.2888619014573213,0.9155100624566274,101438678,5473996,5764,94,243403438,71530182,0.4167512128567387,0.0765270805546112
2014-01-12,5836,0.3008910212474297,0.9210075394105551,21469104,35183465,5836,104,228255344,141505812,0.09405739915557026,0.24863618322617023
2014-01-13,5945,0.30984020185029437,0.9105130361648444,78804221,19858863,5945,155,447207050,178923772,0.1762141741727909,0.11099063460388037
2014-01-14,6076,0.31599736668861095,0.9088215931533904,51084982,15302994,6076,195,356907128,159778389,0.14313242295345807,0.09577636935618371
2014-01-15,6136,0.30638852672750977,0.9121577574967406,41571312,20116753,6136,176,391408718,177618247,0.10620946874259454,0.11325836922599512
2014-01-16,6215,0.3032984714400644,0.9094127111826227,12741412,19566209,6215,190,374947083,153167426,0.03398189391968146,0.12774393035762055
2014-01-17,6241,0.30011216151257814,0.9112321743310366,39221745,14342280,6241,174,345426853,127385210,0.11354573235798782,0.11258983676362429
2014-01-18,6268,0.30248883216336947,0.9156030631780472,33988677,11822683,6268,151,233200688,142869842,0.1457486137433694,0.0827514248948354
2014-01-19,6268,0.30583918315252073,0.916081684747926,12339179,18193605,6268,117,185082022,117629351,0.06666870648301,0.15466892272490732
2014-01-20,6353,0.3140248701400913,0.9050842121832205,17956065,49438457,6353,146,335761027,442996084,0.05347870525783208,0.1116002122492803
2014-01-21,6382,0.31479160137887807,0.905202130993419,33351786,91505368,6382,116,412854611,302825136,0.080783368070461,0.30217230051867294
2014-01-22,6406,0.30034342803621605,0.9136746799875117,49297717,17155023,6406,107,498730606,292856188,0.09884638401357707,0.05857831831096565
2014-01-23,6428,0.29729309271935284,0.9206596141879279,39965712,24569921,6428,95,481450097,209024328,0.08301112046509776,0.11754574807196605
2014-01-24,6467,0.2987474872429256,0.918663986392454,29410654,87438002,6467,90,614103894,345829001,0.04789198421855309,0.252835944201221
