feature,feature_value,target,users,amount_mean,amount_median,amount_p90,active_day_rate_mean,positive_day_amount_mean,positive_day_amount_median
city,6081949,total_purchase_amt,4003,14692.961541379142,8.854166666666666,36401.96085679319,0.28444067451418603,31995.955697415713,212.9375
city,6281949,total_purchase_amt,6307,16566.579800831078,184.25465838509317,43270.748979591845,0.3381542794987801,29243.899842383205,2007.4
city,6301949,total_purchase_amt,3243,17429.54844853924,227.625,39052.36159227186,0.32855000908964116,30712.850389312007,2649.355670103093
city,6411949,total_purchase_amt,4803,9084.78568588984,7.6923076923076925,17168.75286443562,0.2298530828230408,25929.631197895313,302.0
city,6412149,total_purchase_amt,4791,10928.921274763788,8.32,24385.78064516129,0.24623192032387098,22080.96965604373,293.55882352941177
city,6481949,total_purchase_amt,2929,8915.739540219898,0.25125628140703515,17052.746318501457,0.20832994507344926,17620.368638495627,34.66804979253112
city,6581949,total_purchase_amt,1965,8670.748662312662,0.0,15576.393144560372,0.2139241874471681,17803.17174780758,0.0
city,6081949,direct_purchase_amt,4003,14588.530229781472,8.708333333333334,36321.26109109988,0.022583683043896702,314759.59933554794,1009.0
city,6281949,direct_purchase_amt,6307,16443.489601298774,184.1818181818182,42860.3471528472,0.028505099398233282,342222.3087509764,16634.0
city,6301949,direct_purchase_amt,3243,17321.069157570815,225.67045454545453,38806.577223000495,0.03249521557372809,290171.42543606274,16454.4
city,6411949,direct_purchase_amt,4803,9025.870185765725,7.6923076923076925,17093.634158562163,0.024753237500751403,189050.8022369529,512.0
city,6412149,direct_purchase_amt,4791,10858.663728710928,8.25,24192.57967032967,0.02364521073844219,211309.36578647036,1014.0
city,6481949,direct_purchase_amt,2929,8849.567158697619,0.25125628140703515,16812.656722778676,0.018603441864592927,191413.93362514128,50.0
city,6581949,direct_purchase_amt,1965,8624.285665089312,0.0,15376.458718330872,0.019669322312906665,165054.2168285084,0.0
city,6081949,purchase_bal_amt,4003,4667.153293254666,0.0,3236.8873478287255,0.009146246375332977,181279.36585494253,0.0
city,6281949,purchase_bal_amt,6307,4919.703986812614,0.0,5851.220060975616,0.012380791973036015,200274.7026334233,0.0
city,6301949,purchase_bal_amt,3243,5660.185077328351,0.0,6564.479038835564,0.01528519753200735,200301.0506322452,0.0
city,6411949,purchase_bal_amt,4803,3722.8253874486954,0.0,2356.522082627091,0.012057450939713625,129701.64423432678,0.0
city,6412149,purchase_bal_amt,4791,4100.882843006968,0.0,2472.06,0.011040207283789155,116700.8974616932,0.0
city,6481949,purchase_bal_amt,2929,1949.7206991943144,0.0,813.4232963695782,0.006237837075237142,80976.83891968236,0.0
city,6581949,purchase_bal_amt,1965,2381.568680576739,0.0,714.0821914040116,0.006906982368131017,85342.09756328962,0.0
city,6081949,purchase_bank_amt,4003,9921.376936526805,0.0,25188.552658352506,0.014374415847917536,259274.0559537059,0.0
city,6281949,purchase_bank_amt,6307,11523.78561448616,23.101382488479263,32326.447073872747,0.017428282924888547,290992.5248111168,3017.0
city,6301949,purchase_bank_amt,3243,11660.884080242466,44.35930735930736,27038.18678395309,0.019083646905507578,244518.89849754766,5120.0
city,6411949,purchase_bank_amt,4803,5303.04479831703,0.0,9848.761640055542,0.01395429415067839,134011.02198486804,0.0
city,6412149,purchase_bank_amt,4791,6757.780885703961,0.0,15047.488372093023,0.013655463847126029,187014.1135966168,0.0
city,6481949,purchase_bank_amt,2929,6899.846459503305,0.0,12941.460999351106,0.013310533312277419,181272.19890057266,0.0
city,6581949,purchase_bank_amt,1965,6242.716984512572,0.0,10441.71055744424,0.013726785879946017,141751.03220376952,0.0
city,6081949,share_amt,4003,104.43131159766862,0.0,238.36843205574928,0.2767751462372951,127.58139941364115,0.0
city,6281949,share_amt,6307,123.0901995323032,0.043478260869565216,300.0225498096099,0.32960161275103345,146.3660969067516,1.0
city,6301949,share_amt,3243,108.47929096842547,0.04861111111111111,266.14737426235735,0.3184913646865204,128.4165989913921,1.0
city,6411949,share_amt,4803,58.91550012411493,0.0,78.68742033922369,0.2198947631095313,70.98236262768555,0.0
city,6412149,share_amt,4791,70.25754605285921,0.0,116.95652173913044,0.23752805198438087,84.08495451343678,0.0
city,6481949,share_amt,2929,66.17238152227868,0.0,91.46541149068354,0.20040562773971327,78.02739762947573,0.0
city,6581949,share_amt,1965,46.46299722335134,0.0,75.07741957728523,0.20504665111682052,56.740389553916415,0.0
city,6081949,total_redeem_amt,4003,10352.342800239703,0.0,23043.464587146656,0.027198043669110133,250737.65721171463,0.0
city,6281949,total_redeem_amt,6307,12180.632569449292,80.3,30650.857875457878,0.03954384880545901,238556.9111614048,5956.5
city,6301949,total_redeem_amt,3243,12846.35896967635,116.32170542635659,27440.255678352623,0.04362752808928163,232129.47731279905,7432.0
city,6411949,total_redeem_amt,4803,6946.63311828277,0.0,10977.074126794261,0.030866053125246675,127251.52244379598,0.0
city,6412149,total_redeem_amt,4791,7979.921159995917,0.0,14525.694063926941,0.02868043253466679,168982.55021476097,0.0
city,6481949,total_redeem_amt,2929,6173.619754752721,0.0,9956.789561993952,0.025997180643640844,120709.75943287121,0.0
city,6581949,total_redeem_amt,1965,6601.349120214457,0.0,9896.329235823972,0.026534189997413672,113941.00981179136,0.0
city,6081949,consume_amt,4003,1575.169936163869,0.0,2737.9079807685325,0.01807789754790931,36377.232836362076,0.0
city,6281949,consume_amt,6307,2292.9293371072367,0.0,5399.875329747513,0.029404941344198136,44785.42413851555,0.0
city,6301949,consume_amt,3243,2368.8577714277008,0.0,5160.708174696983,0.032558353770340075,45655.7433927571,0.0
city,6411949,consume_amt,4803,1383.8051596057412,0.0,2062.639160839166,0.02146284988565795,25764.76863550657,0.0
city,6412149,consume_amt,4791,1214.929184919767,0.0,1962.6027397260275,0.019173459767094,29700.958122688866,0.0
city,6481949,consume_amt,2929,982.3501572285408,0.0,1481.9203964000435,0.017961816242776246,19971.025691065894,0.0
city,6581949,consume_amt,1965,1204.7440859888018,0.0,1524.3491537236164,0.01885250113351734,21614.50926805762,0.0
city,6081949,transfer_amt,4003,8777.172864075836,0.0,16828.577808876475,0.0102227823880767,368147.3463233661,0.0
city,6281949,transfer_amt,6307,9887.703232342054,0.0,22364.01698828779,0.011793054639511358,422757.4827895446,0.0
city,6301949,transfer_amt,3243,10477.501198248649,0.0,19596.71030444973,0.013136138425779998,400356.1477364689,0.0
city,6411949,transfer_amt,4803,5562.8279586770295,0.0,7126.64863799284,0.010849698014483164,194840.15109549148,0.0
city,6412149,transfer_amt,4791,6764.99197507615,0.0,9937.029605263158,0.010669617460999658,236703.50293192538,0.0
city,6481949,transfer_amt,2929,5191.2695975241795,0.0,6272.024031277442,0.009179962673476174,194904.9504412247,0.0
city,6581949,transfer_amt,1965,5396.605034225656,0.0,6168.4147235387245,0.008919894846016239,185753.40307505938,0.0
city,6081949,tftobal_amt,4003,1513.7999986123073,0.0,638.0246683954815,0.0030323308144296094,95397.16797359113,0.0
city,6281949,tftobal_amt,6307,1427.2968801005597,0.0,1344.5607577753826,0.0037852951257624366,81780.19793127074,0.0
city,6301949,tftobal_amt,3243,1844.1408318966367,0.0,1984.924226804126,0.005227555201040328,116301.98389490537,0.0
city,6411949,tftobal_amt,4803,1514.0480612238514,0.0,824.09922072942,0.00461189493932006,61447.6531959946,0.0
city,6412149,tftobal_amt,4791,1325.5092421258232,0.0,1041.1008403361345,0.004099287273044307,65839.13123977043,0.0
city,6481949,tftobal_amt,2929,742.9730592498615,0.0,219.01257309941553,0.002831832103052839,56864.10241998555,0.0
city,6581949,tftobal_amt,1965,911.0427267482489,0.0,269.5048060667575,0.0029480719535845312,46756.973156850065,0.0
city,6081949,tftocard_amt,4003,7263.372865463527,0.0,12451.094181217804,0.0074201490109801795,364305.5584383094,0.0
city,6281949,tftocard_amt,6307,8460.406352241493,0.0,17001.64129968459,0.008272719809148314,456380.50305672054,0.0
city,6301949,tftocard_amt,3243,8633.360366352012,0.0,13527.185018100834,0.008301249809456842,411974.15458371554,0.0
city,6411949,tftocard_amt,4803,4048.779897453177,0.0,4282.092171105742,0.0065078018243486906,206126.47777979213,0.0
city,6412149,tftocard_amt,4791,5439.482732950326,0.0,6353.8489010989015,0.006856011653893959,230921.98001652022,0.0
city,6481949,tftocard_amt,2929,4448.296538274319,0.0,4009.4543557721618,0.006572304064552769,203177.78752555844,0.0
city,6581949,tftocard_amt,1965,4485.562307477407,0.0,3662.4133936651715,0.006198108469130243,188577.72062675358,0.0
city,6081949,tBalance,4003,812074.332243188,16.9746192893401,1959212.6885621352,0.3928439760441189,952391.8208942446,68.0
city,6281949,tBalance,6307,951074.849885848,1624.8825503355704,2308619.8273684275,0.4606001026236968,1083946.0017974018,4175.901639344263
city,6301949,tBalance,3243,842690.0551936436,1752.1388235294119,2015857.6296238508,0.477784199565399,954933.4795416703,3819.4117647058824
city,6411949,tBalance,4803,455871.8496958173,0.0,638936.3212012677,0.3693172210009429,525371.7546865686,0.0
city,6412149,tBalance,4791,551498.7320336014,0.08417508417508418,972255.632034632,0.3828591829355852,621532.0910572862,2.0
city,6481949,tBalance,2929,514622.3587796578,0.0,764716.2108403157,0.348241890026328,578546.547193638,0.0
city,6581949,tBalance,1965,364032.1563783815,0.0,601169.0474399445,0.35976570160068855,417056.7302631948,0.0
city,6081949,yBalance,4003,807733.7135020487,13.434343434343434,1947797.8133717538,0.3890373553754808,951794.2655082772,46.0
city,6281949,yBalance,6307,946688.9026544662,1607.0766423357663,2290390.5746666733,0.45707408533530547,1083283.1794415372,4152.2
city,6301949,yBalance,3243,838106.8657869955,1740.2739726027398,1994463.6412940477,0.4740085159518269,954091.5429285117,3926.177570093458
city,6411949,yBalance,4803,453733.6971282102,0.0,638410.2313391528,0.3661341445807065,525163.9582027501,0.0
city,6412149,yBalance,4791,548549.7319188335,0.0,960163.2554112554,0.3794209203862867,621179.4645521162,0.0
city,6481949,yBalance,2929,511880.2389941906,0.0,744856.2316761009,0.34535725085960234,578409.774188355,0.0
city,6581949,yBalance,1965,361962.7568362833,0.0,596695.2473695648,0.355830740045892,416798.957482019,0.0
constellation,双子座,total_purchase_amt,2088,13062.556051796466,27.333791208791208,32091.2616385542,0.27212617440425335,22137.41452457794,544.7226296958855
constellation,双鱼座,total_purchase_amt,2265,11521.945601451378,38.4,28832.08040991539,0.27588949726879736,21940.303348087087,689.5
constellation,处女座,total_purchase_amt,2497,10537.648818865857,9.697761194029852,24779.48667681767,0.25804026611326614,23687.571044738528,417.0
constellation,天秤座,total_purchase_amt,2910,13432.68739446421,51.21466198419667,31890.598531939584,0.28232735661802316,25047.57515576163,900.809881422925
constellation,天蝎座,total_purchase_amt,2640,14174.934239187134,46.40511191772535,33572.51983675488,0.28194751059132994,27016.161230281283,869.3096153846154
constellation,射手座,total_purchase_amt,2336,13966.384192836571,40.24700481382938,29865.783079954956,0.27977265617150704,28334.747236217467,802.348
constellation,巨蟹座,total_purchase_amt,2202,12784.047458369963,5.888828268574429,28620.36863725224,0.25624109614523144,23514.644906795493,206.0810810810811
constellation,摩羯座,total_purchase_amt,2280,12589.87421679173,43.53869940029985,29360.106575029713,0.279131391181267,40803.94089572715,674.8966165413533
constellation,水瓶座,total_purchase_amt,2336,13637.772498800377,33.20720225123247,30747.68891366481,0.2821207991198028,25333.74793526308,590.6281524298865
constellation,狮子座,total_purchase_amt,2387,11955.91437766607,33.73400673400673,28289.8816685846,0.2622392657024497,24591.67664005056,618.0135135135135
constellation,白羊座,total_purchase_amt,1992,13820.886104184287,31.568083503450957,31758.067419422816,0.2753442950468815,26209.344574402385,598.2738095238095
constellation,金牛座,total_purchase_amt,2108,12034.312648135996,18.241809991809994,30167.95409497838,0.26568186958080325,23092.1393866839,509.7142857142857
constellation,双子座,direct_purchase_amt,2088,12978.53331384695,27.333791208791208,31993.05383843063,0.027428351559730196,235363.81355629367,2683.0
constellation,双鱼座,direct_purchase_amt,2265,11440.693300944828,38.28089887640449,28426.451169584107,0.02369329273410317,231961.02274184718,4975.0
constellation,处女座,direct_purchase_amt,2497,10458.70930061719,9.697761194029852,24548.85263950113,0.023853507113737668,221793.66090667585,1150.0
constellation,天秤座,direct_purchase_amt,2910,13341.449134172153,51.04137587238285,31555.4051567944,0.02561302103898955,266922.31737152324,6237.666666666666
constellation,天蝎座,direct_purchase_amt,2640,14079.663168961677,46.37779963928513,33297.409264848626,0.02546971584638151,279296.4588170783,5337.833333333334
constellation,射手座,direct_purchase_amt,2336,13880.559269484876,40.086329129807396,29758.00197072072,0.023181704265372968,276429.5281387019,5057.0
constellation,巨蟹座,direct_purchase_amt,2202,12693.346749053482,5.888828268574429,28408.782970308555,0.022351287369847837,259370.65219262888,682.5
constellation,摩羯座,direct_purchase_amt,2280,12498.915027955796,43.271291285687624,29093.36424173413,0.0251205692540434,261474.20208160335,4945.0
constellation,水瓶座,direct_purchase_amt,2336,13551.065950587688,33.20720225123247,30240.377125549297,0.025920364087076625,228266.67905709625,3420.25
constellation,狮子座,direct_purchase_amt,2387,11877.485172369572,33.68013468013468,28037.8582889599,0.025970647953887063,234327.28403610384,4095.0
constellation,白羊座,direct_purchase_amt,1992,13716.980663393251,31.210546238061962,31436.68008566816,0.025880848563037816,359873.5983372594,4612.833333333334
constellation,金牛座,direct_purchase_amt,2108,11952.282260985763,17.865731785944554,30097.898915754093,0.025553381111195365,217064.50441710462,2360.75
constellation,双子座,purchase_bal_amt,2088,4417.976085716804,0.0,2973.359923284109,0.012432577623170864,131035.17414437183,0.0
constellation,双鱼座,purchase_bal_amt,2265,3874.6707645822144,0.0,3392.825650747365,0.011048443028692685,114456.42359498965,0.0
constellation,处女座,purchase_bal_amt,2497,3400.748645827455,0.0,2970.2594900560953,0.009816820938427366,120581.89095780684,0.0
constellation,天秤座,purchase_bal_amt,2910,4859.622796210053,0.0,3748.35528169014,0.01154295497891065,174989.11150798723,0.0
constellation,天蝎座,purchase_bal_amt,2640,4122.35336907393,0.0,4037.7188871473345,0.011190426608566542,175528.97654403976,0.0
constellation,射手座,purchase_bal_amt,2336,5545.205525912886,0.0,3906.4826493295404,0.010276183730221504,196452.47928042128,0.0
constellation,巨蟹座,purchase_bal_amt,2202,4042.1633687017725,0.0,2871.1526616541364,0.0092044440459838,131661.85628119577,0.0
constellation,摩羯座,purchase_bal_amt,2280,3687.0312391044636,0.0,3708.8493250471192,0.010900023058061372,138914.93339140862,0.0
constellation,水瓶座,purchase_bal_amt,2336,3726.1111642924225,0.0,2919.4483743432347,0.010960910041232756,110109.83360630341,0.0
constellation,狮子座,purchase_bal_amt,2387,3343.1025251494734,0.0,3186.287124970474,0.010659341165368789,150664.2608094303,0.0
constellation,白羊座,purchase_bal_amt,1992,4760.976106746049,0.0,2776.8469177503844,0.01113242112934279,257921.005127589,0.0
constellation,金牛座,purchase_bal_amt,2108,3813.9342852444684,0.0,3457.8947783251224,0.012304268310585035,105586.93048161856,0.0
constellation,双子座,purchase_bank_amt,2088,8560.557228130147,0.0,20405.988789745446,0.016263894679981582,202798.4901377341,0.0
constellation,双鱼座,purchase_bank_amt,2265,7566.022536362614,0.09777777777777778,16814.7309400875,0.013623363755262807,208494.35888352903,25.0
constellation,处女座,purchase_bank_amt,2497,7057.960654789735,0.0,17093.39781483613,0.015302690141717305,194164.15861333872,0.0
constellation,天秤座,purchase_bank_amt,2910,8481.826337962102,1.2931986093003043,21750.453096038444,0.015243634515879546,215234.09196311125,201.5
constellation,天蝎座,purchase_bank_amt,2640,9957.309799887746,0.060585323238206173,23037.320149605766,0.015634126671595742,233421.16536422065,15.5
constellation,射手座,purchase_bank_amt,2336,8335.353743571992,0.030514452544155517,20125.589632845156,0.014138931175890936,216574.76945925472,6.5
constellation,巨蟹座,purchase_bank_amt,2202,8651.18338035171,0.0,19394.702887455805,0.014236191513388076,219802.99587957948,0.0
constellation,摩羯座,purchase_bank_amt,2280,8811.883788851335,0.35725177482251774,19344.631964961263,0.015296574583955815,235453.01602262803,88.0
constellation,水瓶座,purchase_bank_amt,2336,9824.954786295266,0.0,20589.873319662795,0.016242175527881614,212529.84417668992,0.0
constellation,狮子座,purchase_bank_amt,2387,8534.382647220098,0.0,16796.278599683552,0.016581845154393576,199614.42709635405,0.0
constellation,白羊座,purchase_bank_amt,1992,8956.004556647205,0.1103312018732832,23139.25001805382,0.016121907526391754,230140.8753636036,22.0
constellation,金牛座,purchase_bank_amt,2108,8138.347975741294,0.0,18168.792507967955,0.014328581616938415,205903.04689898915,0.0
constellation,双子座,share_amt,2088,84.02273794951635,0.0,189.81215146299482,0.2628956100414841,100.0783358817798,0.0
constellation,双鱼座,share_amt,2265,81.25230050655131,0.0,173.30924369747902,0.2672769116754997,93.29167356795728,0.0
constellation,处女座,share_amt,2497,78.93951824866578,0.0,142.35534313725492,0.2484654753010648,93.059437456055,0.0
constellation,天秤座,share_amt,2910,91.2382602920562,0.0,186.62235087719284,0.2737591282823832,112.6511474553034,0.0
constellation,天蝎座,share_amt,2640,95.27107022545783,0.0,215.56306794783796,0.2733808167545159,114.37984180212277,0.0
constellation,射手座,share_amt,2336,85.82492335169326,0.0,185.10853658536587,0.27197603658042374,104.23452329191254,0.0
constellation,巨蟹座,share_amt,2202,90.70070931648264,0.0,160.39647220693456,0.24796989643017556,111.15977544619136,0.0
constellation,摩羯座,share_amt,2280,90.95918883593114,0.0,194.42314736715255,0.2708205775767928,110.08313210173318,0.0
constellation,水瓶座,share_amt,2336,86.70654821268862,0.0,190.15860215053763,0.2731624356671966,101.60620366309605,0.0
constellation,狮子座,share_amt,2387,78.42920529649632,0.0,156.22625380710699,0.25179610544819175,94.32327085512641,0.0
constellation,白羊座,share_amt,1992,103.90544079103455,0.0,215.0172862379473,0.26638834518166055,124.0191273646752,0.0
constellation,金牛座,share_amt,2108,82.03038715023187,0.0,154.655133151942,0.25708445810718555,96.24832381960698,0.0
constellation,双子座,total_redeem_amt,2088,9335.501208654763,2.960685083750099,19802.820913394586,0.03258150975434258,170775.8684201577,325.5
constellation,双鱼座,total_redeem_amt,2265,8476.232361908194,3.5587188612099645,15704.085408693947,0.0325145798387693,159528.5216966064,500.0
constellation,处女座,total_redeem_amt,2497,7821.146652928551,0.0,15669.212228553835,0.030998112410275697,174686.1748741307,0.0
constellation,天秤座,total_redeem_amt,2910,10495.412965115984,21.5484269083407,22101.164450127842,0.035355717313339766,228233.46560104942,1964.5
constellation,天蝎座,total_redeem_amt,2640,10370.655102278117,10.516569733400992,22975.587557822204,0.03249087313297575,214199.73833554983,1440.4285714285716
constellation,射手座,total_redeem_amt,2336,10390.366839755457,6.826018078464262,20759.526385136633,0.03181759483153138,216103.65353783756,1000.0
constellation,巨蟹座,total_redeem_amt,2202,9382.193279816702,0.0,17734.101875045035,0.030737598457740233,208275.48496318347,0.0
constellation,摩羯座,total_redeem_amt,2280,9047.75120159878,7.042602787283638,18803.60286812259,0.03286555394399242,181388.38117327783,1000.0
constellation,水瓶座,total_redeem_amt,2336,9474.277002451547,3.4528549232860746,19459.81989247312,0.033050552369624744,161788.52099896086,574.0
constellation,狮子座,total_redeem_amt,2387,8426.790729918179,5.905511811023622,15756.825091677627,0.031648817461116,179949.23201663682,712.0
constellation,白羊座,total_redeem_amt,1992,10206.8161215092,5.545431663730179,22618.17547058826,0.0333275056267754,185977.94982150817,991.5
constellation,金牛座,total_redeem_amt,2108,8678.989399082357,0.9752912621359223,17240.885856102002,0.033150435347119374,152093.5855097577,140.0
constellation,双子座,consume_amt,2088,1655.669112609414,0.0,2627.864452599162,0.022095777846968027,31281.860383510688,0.0
constellation,双鱼座,consume_amt,2265,1735.664242035701,0.0,3186.7994767932514,0.023722162223862843,29685.57382706077,0.0
constellation,处女座,consume_amt,2497,1401.3896900651139,0.0,2677.6923271980068,0.021972990460535666,33954.47939574767,0.0
constellation,天秤座,consume_amt,2910,1653.4968394569694,0.0,3683.2282898086805,0.025067908783175295,34471.23630249251,0.0
constellation,天蝎座,consume_amt,2640,1577.1042560817225,0.0,3169.3554122176783,0.02252728584557608,35052.63744934156,0.0
constellation,射手座,consume_amt,2336,1756.2334922219557,0.0,2926.2987349778623,0.023008701814455048,35636.67982801552,0.0
constellation,巨蟹座,consume_amt,2202,1758.906435340212,0.0,2966.068322587657,0.021730078851766154,36696.28449116799,0.0
constellation,摩羯座,consume_amt,2280,1715.8072696767942,0.0,2642.293699094678,0.02333047366596456,32064.351046690186,0.0
constellation,水瓶座,consume_amt,2336,1642.417809457337,0.0,3331.4434015351026,0.02372041785404806,33023.194584362565,0.0
constellation,狮子座,consume_amt,2387,1558.0448076482035,0.0,2689.406000000001,0.022631890422877738,33092.39748981752,0.0
constellation,白羊座,consume_amt,1992,1891.673672449861,0.0,3236.4279152572612,0.023917370512917844,41952.857456200814,0.0
constellation,金牛座,consume_amt,2108,1464.1353768870151,0.0,2775.4033849772454,0.02324004690568171,26614.05735781062,0.0
constellation,双子座,transfer_amt,2088,7679.83209604535,0.0,13206.346904098973,0.011924737885749225,261022.03779553648,0.0
constellation,双鱼座,transfer_amt,2265,6740.568119872493,0.0,10756.000670172,0.010043942474661952,270030.0731944592,0.0
constellation,处女座,transfer_amt,2497,6419.756962863437,0.0,11060.042730783609,0.010239854181415245,281780.26307027414,0.0
constellation,天秤座,transfer_amt,2910,8841.916125659012,0.0,17101.4042246157,0.011927380127476607,347363.889630938,0.0
constellation,天蝎座,transfer_amt,2640,8793.550846196395,0.0,18376.744176644377,0.011384605041160626,346376.21493900754,0.0
constellation,射手座,transfer_amt,2336,8634.133347533501,0.0,14661.66459770115,0.010100225431544551,354949.7260196649,0.0
constellation,巨蟹座,transfer_amt,2202,7623.286844476489,0.0,11461.47929163463,0.010597347895436303,325759.3432409392,0.0
constellation,摩羯座,transfer_amt,2280,7331.943931921985,0.0,13007.467016806722,0.0109766037956339,290165.0692638458,0.0
constellation,水瓶座,transfer_amt,2336,7831.859192994208,0.0,13149.981793620093,0.010738386756959767,259553.8552327696,0.0
constellation,狮子座,transfer_amt,2387,6868.745922269975,0.0,12087.43168179157,0.010324791754422137,286250.3195815376,0.0
constellation,白羊座,transfer_amt,1992,8315.142449059338,0.0,14250.36626189695,0.010929181911511989,312990.5018251864,0.0
constellation,金牛座,transfer_amt,2108,7214.854022195341,0.0,13591.859779249446,0.01143618426426524,254976.78352185994,0.0
constellation,双子座,tftobal_amt,2088,1379.399331652814,0.0,970.6299330655952,0.004305861578992067,73266.78172614792,0.0
constellation,双鱼座,tftobal_amt,2265,1360.3511330034667,0.0,855.693847176083,0.0033849111999260505,69049.10986466293,0.0
constellation,处女座,tftobal_amt,2497,1156.8491854411482,0.0,1024.7183667196066,0.003639587370475743,78113.50361008929,0.0
constellation,天秤座,tftobal_amt,2910,1284.7554591949454,0.0,1147.1498310567936,0.004198988557809077,76920.56532419614,0.0
constellation,天蝎座,tftobal_amt,2640,1391.5891162345954,0.0,959.5128283003577,0.0037499289248342964,71136.32923119234,0.0
constellation,射手座,tftobal_amt,2336,1569.9718101177384,0.0,1272.0222146274778,0.003876492861281422,92172.50878320362,0.0
constellation,巨蟹座,tftobal_amt,2202,1416.171526948728,0.0,775.2782806252286,0.003812243339799678,78768.43620186814,0.0
constellation,摩羯座,tftobal_amt,2280,1356.3655769198479,0.0,894.2939516129031,0.0040764984369144166,73959.18431890191,0.0
constellation,水瓶座,tftobal_amt,2336,1450.973236605276,0.0,855.9407382058764,0.0034260355091943616,79324.52741337942,0.0
constellation,狮子座,tftobal_amt,2387,1311.7510969659052,0.0,981.1357693897248,0.0038865753930160617,75001.80688595527,0.0
constellation,白羊座,tftobal_amt,1992,1419.725172487514,0.0,813.6351610327429,0.0037525412976388436,82298.3515621494,0.0
constellation,金牛座,tftobal_amt,2108,1490.296846272802,0.0,703.5635294117646,0.0044966179398340375,67412.4669355899,0.0
constellation,双子座,tftocard_amt,2088,6300.432764392536,0.0,8727.05061065877,0.007964734898743489,275236.4102368981,0.0
constellation,双鱼座,tftocard_amt,2265,5380.216986869026,0.0,8381.288738329877,0.006904211874888207,282740.5461775342,0.0
constellation,处女座,tftocard_amt,2497,5262.90777742229,0.0,7395.837809157049,0.0068436946557732,285146.91398658074,0.0
constellation,天秤座,tftocard_amt,2910,7557.160666464067,0.0,10840.817055084726,0.008012327635399046,348513.38887627353,0.0
constellation,天蝎座,tftocard_amt,2640,7401.9617299618,0.0,12721.236374987508,0.007873937794272218,362172.2722622087,0.0
constellation,射手座,tftocard_amt,2336,7064.161537415764,0.0,8895.353316326531,0.006495602416017104,374817.2019877644,0.0
constellation,巨蟹座,tftocard_amt,2202,6207.115317527762,0.0,7838.9789989620585,0.0071131272380241615,346041.12006699,0.0
constellation,摩羯座,tftocard_amt,2280,5975.578355002137,0.0,8500.992585875827,0.007143390264130344,302988.4649210668,0.0
